,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense
VEOEY,-71492000.0,0.293,6106000000.0,-242000000.0,-244000000.0,961000000.0,3121000000.0,37852000000.0,5864000000.0,2743000000.0,-1043000000.0,874000000.0,,1135508000.0,937000000.0,42242000000.0,2724000000.0,,,,,937000000.0,937000000.0,0.0,937000000.0,1334000000.0,1358000000.0,511000000.0,1869000000.0,-385000000.0,-1043000000.0,874000000.0,,3110000000.0,4390000000.0,7500000000.0,37852000000.0,45352000000.0,45352000000.0,4334000000.0,998000000.0,3336000000.0
1CO1.F,4500000.0,0.15,1106000000.0,30000000.0,30000000.0,-198000000.0,894000000.0,12071000000.0,1136000000.0,242000000.0,-101000000.0,169000000.0,70000000.0,-223500000.0,-198000000.0,14221000000.0,,378524384.0,378524384.0,-0.525,-0.525,-198000000.0,-198000000.0,0.0,-198000000.0,-202000000.0,-202000000.0,275000000.0,73000000.0,29000000.0,-101000000.0,169000000.0,70000000.0,156000000.0,2150000000.0,2306000000.0,12071000000.0,14377000000.0,14377000000.0,1849000000.0,1489000000.0,360000000.0
IY4.F,-64900000.0,0.25,667700000.0,-254200000.0,-259600000.0,6400000.0,303200000.0,1365300000.0,413500000.0,110300000.0,-55500000.0,41000000.0,16700000.0,206500000.0,51300000.0,3546600000.0,364700000.0,85787324.0,84564199.0,0.6,0.61,51300000.0,51300000.0,0.0,51300000.0,53800000.0,8900000.0,60400000.0,69300000.0,-259600000.0,-55500000.0,41000000.0,16700000.0,247800000.0,2181300000.0,2429100000.0,1365300000.0,3794400000.0,3794400000.0,990100000.0,,990100000.0
MTX.F,-5550000.0,0.15,233000000.0,-37000000.0,-37000000.0,-102000000.0,332000000.0,5246000000.0,196000000.0,-136000000.0,-37000000.0,69000000.0,31000000.0,-70550000.0,-102000000.0,5602000000.0,,,,,,-102000000.0,-102000000.0,0.0,-102000000.0,-97000000.0,-97000000.0,-108000000.0,-205000000.0,19000000.0,-37000000.0,69000000.0,31000000.0,-239000000.0,356000000.0,117000000.0,5246000000.0,5363000000.0,5363000000.0,86000000.0,54000000.0,32000000.0
TEF,50750000.0,0.25,10135000000.0,203000000.0,203000000.0,-892000000.0,8797000000.0,12495000000.0,10338000000.0,1541000000.0,-1915000000.0,3014000000.0,1099000000.0,-1044250000.0,-892000000.0,38251000000.0,2593000000.0,5715577000.0,5668142000.0,-0.2,-0.2,-1146000000.0,-1146000000.0,254000000.0,-892000000.0,-574000000.0,-574000000.0,-899000000.0,-1473000000.0,192000000.0,-1915000000.0,3014000000.0,1099000000.0,2401000000.0,25756000000.0,28157000000.0,12495000000.0,40652000000.0,40652000000.0,7275000000.0,,7275000000.0
HEI.F,27997200.0,0.231,4182100000.0,121200000.0,121200000.0,2032400000.0,1233300000.0,8030700000.0,4303300000.0,3067700000.0,-187200000.0,218700000.0,76700000.0,1939197200.0,1928900000.0,18457200000.0,3022500000.0,,,,,1928900000.0,1928900000.0,0.0,1928900000.0,2086900000.0,2190400000.0,658600000.0,2849000000.0,89500000.0,-187200000.0,218700000.0,76700000.0,2720400000.0,10426500000.0,13146900000.0,8030700000.0,21177600000.0,21177600000.0,3473300000.0,3473300000.0,
UNBLF,-157875000.0,0.25,-329800000.0,-397500000.0,-631500000.0,-1629100000.0,49300000.0,1178700000.0,-727300000.0,-776600000.0,-435200000.0,994600000.0,472100000.0,-921475000.0,-1629100000.0,1409900000.0,-968900000.0,,,,,-1629100000.0,-1629100000.0,0.0,-1629100000.0,-1778700000.0,-1778600000.0,7400000.0,-1771200000.0,-261500000.0,-435200000.0,994600000.0,472100000.0,1651100000.0,231200000.0,1882300000.0,1178700000.0,3061000000.0,3061000000.0,199300000.0,,199300000.0
ITB.F,-11183000.0,0.211,5001000000.0,-53000000.0,-53000000.0,2328000000.0,632000000.0,25795000000.0,4948000000.0,4316000000.0,-1205000000.0,1205000000.0,,2369817000.0,2328000000.0,29020000000.0,3402000000.0,928200000.0,922500000.0,2.508,2.524,2328000000.0,2328000000.0,0.0,2328000000.0,2456000000.0,2456000000.0,655000000.0,3111000000.0,-17000000.0,-1205000000.0,1205000000.0,,3455000000.0,3225000000.0,6680000000.0,25795000000.0,32475000000.0,32475000000.0,2793000000.0,2338000000.0,455000000.0
MTSS.ME,-923286000.0,0.273,225805000000.0,-3382000000.0,-3382000000.0,35492000000.0,114491000000.0,192835000000.0,222423000000.0,107932000000.0,-56210000000.0,57931000000.0,1690000000.0,37950714000.0,32574000000.0,436419000000.0,109437000000.0,1705416000.0,1679533000.0,19.1,19.39,32574000000.0,32574000000.0,,32574000000.0,33435000000.0,36353000000.0,13648000000.0,50001000000.0,-883000000.0,-56210000000.0,57931000000.0,1690000000.0,105330000000.0,243486000000.0,348816000000.0,192933000000.0,541749000000.0,541749000000.0,105024000000.0,21709000000.0,83315000000.0
3V64.F,-44034000.0,0.179,22870000000.0,-246000000.0,-246000000.0,17273000000.0,943000000.0,6567000000.0,22624000000.0,21681000000.0,-644000000.0,644000000.0,,17474966000.0,17273000000.0,10726000000.0,21000000000.0,2085000000.0,1618000000.0,8.28,8.29,17273000000.0,17273000000.0,,17273000000.0,17273000000.0,17273000000.0,3764000000.0,21037000000.0,-927000000.0,-644000000.0,644000000.0,,21927000000.0,4159000000.0,26086000000.0,6567000000.0,32653000000.0,42471000000.0,3216000000.0,1341000000.0,1875000000.0
THLEF,-102268800.0,0.201,2965100000.0,-508800000.0,-508800000.0,949100000.0,1045100000.0,13662000000.0,2456300000.0,1411200000.0,-85500000.0,230400000.0,161400000.0,1355631200.0,1023400000.0,16774700000.0,1562300000.0,209163000.0,208507000.0,4.89,4.91,1023400000.0,1023400000.0,0.0,1023400000.0,1002900000.0,928600000.0,252200000.0,1180800000.0,-564800000.0,-85500000.0,230400000.0,161400000.0,1653700000.0,3112700000.0,4766400000.0,13662000000.0,18428400000.0,18428400000.0,2005000000.0,1384000000.0,621000000.0
GZF.F,-1791097486.671744,0.261742,24186000000.0,-6749000000.0,-6843000000.0,2208000000.0,11020000000.0,56992000000.0,17437000000.0,6417000000.0,-1905000000.0,2478000000.0,702000000.0,7353902513.328256,2208000000.0,70935000000.0,6098000000.0,2433000000.0,2422000000.0,0.87,0.88,2129000000.0,2129000000.0,79000000.0,2208000000.0,2903000000.0,2903000000.0,1031000000.0,3939000000.0,-6590000000.0,-1905000000.0,2478000000.0,702000000.0,11631000000.0,13943000000.0,25574000000.0,56992000000.0,82566000000.0,82566000000.0,,,
SLOIY,-467060.0,0.11,349953000.0,-4246000.0,-4246000.0,177826000.0,125602000.0,645837000.0,345707000.0,220105000.0,-2229000.0,19565000.0,17969000.0,181604940.0,178317000.0,771945000.0,205309000.0,75421174.0,71311358.0,2.44,2.5,178317000.0,178317000.0,0.0,178317000.0,178317000.0,177826000.0,22714000.0,200540000.0,,-2229000.0,19565000.0,17969000.0,205968000.0,126108000.0,332076000.0,645837000.0,977913000.0,977913000.0,62715000.0,,62715000.0
MSF0.F,-2850000.0,0.19,105155000000.0,-15000000.0,-15000000.0,72361000000.0,13861000000.0,65863000000.0,105140000000.0,91279000000.0,1026000000.0,1968000000.0,2994000000.0,72373150000.0,72361000000.0,123392000000.0,88523000000.0,7472000000.0,7446000000.0,9.68,9.72,72361000000.0,72361000000.0,,72361000000.0,72361000000.0,72361000000.0,16950000000.0,89311000000.0,-30000000.0,1026000000.0,1968000000.0,2994000000.0,88523000000.0,57529000000.0,146052000000.0,65863000000.0,211915000000.0,211915000000.0,30334000000.0,22759000000.0,7575000000.0
BCLYF,-292904000.0,0.188,,-1558000000.0,-1558000000.0,5259000000.0,1784000000.0,,,,12709000000.0,22366000000.0,35075000000.0,6524096000.0,5259000000.0,,,15895000000.0,15445000000.0,0.269,0.277,4274000000.0,4274000000.0,985000000.0,5259000000.0,5323000000.0,5323000000.0,1234000000.0,6557000000.0,-1558000000.0,,,,,15373000000.0,,,25384000000.0,25384000000.0,2602000000.0,585000000.0,2017000000.0
CEVMF,-13588688.304196,0.331407,549151000.0,-41003000.0,-41003000.0,274641000.0,91635000.0,1755395000.0,508148000.0,416513000.0,25576000.0,7409000.0,32554000.0,302055311.695804,274641000.0,1961639000.0,,95991300.0,95991300.0,2.86,2.86,274641000.0,274641000.0,0.0,274641000.0,273524000.0,273524000.0,135580000.0,409104000.0,4028000.0,25576000.0,7409000.0,32554000.0,396913000.0,206244000.0,603157000.0,1755395000.0,2358552000.0,2358552000.0,244086000.0,125063000.0,119023000.0
IMB.L,-11183000.0,0.211,5001000000.0,-53000000.0,-53000000.0,2328000000.0,632000000.0,25795000000.0,4948000000.0,4316000000.0,-1205000000.0,1205000000.0,,2369817000.0,2328000000.0,29020000000.0,3402000000.0,928200000.0,922500000.0,2.508,2.524,2328000000.0,2328000000.0,0.0,2328000000.0,2456000000.0,2456000000.0,655000000.0,3111000000.0,-17000000.0,-1205000000.0,1205000000.0,,3455000000.0,3225000000.0,6680000000.0,25795000000.0,32475000000.0,32475000000.0,2793000000.0,2338000000.0,455000000.0
SVTRF,6411300.0,0.213,1000500000.0,30100000.0,30100000.0,132200000.0,417300000.0,334500000.0,1030600000.0,613300000.0,-361400000.0,445400000.0,81900000.0,108511300.0,132200000.0,1659300000.0,,251900000.0,250800000.0,0.525,0.527,132200000.0,132200000.0,0.0,132200000.0,132200000.0,132200000.0,35700000.0,167900000.0,2200000.0,-361400000.0,445400000.0,81900000.0,505800000.0,1324800000.0,1830600000.0,334500000.0,2165100000.0,2165100000.0,,,
WO6.F,-329500000.0,0.25,-122300000.0,-171000000.0,-1318000000.0,-817300000.0,298400000.0,2085800000.0,-293300000.0,-874700000.0,-29800000.0,43500000.0,32800000.0,1318200000.0,-817300000.0,4178900000.0,-870000000.0,282110764.0,282110764.0,-2.9,-2.9,-817300000.0,-817300000.0,0.0,-817300000.0,-959300000.0,-959300000.0,40200000.0,-918200000.0,-1330400000.0,-29800000.0,43500000.0,32800000.0,431500000.0,2093100000.0,2524600000.0,2085800000.0,4610400000.0,4610400000.0,,,
FTE.F,-136563911.772522,0.231464,14661000000.0,-590000000.0,-590000000.0,2440000000.0,8834000000.0,19451000000.0,14071000000.0,5108000000.0,-1238000000.0,1345000000.0,,2893436088.227478,2440000000.0,38540000000.0,4969000000.0,2660521198.0,2659184216.0,0.85,0.85,2265000000.0,2265000000.0,175000000.0,2440000000.0,2892000000.0,2892000000.0,871000000.0,3763000000.0,-539000000.0,-1238000000.0,1345000000.0,,5582000000.0,19218000000.0,24800000000.0,19322000000.0,44122000000.0,44122000000.0,9018000000.0,,9018000000.0
DITHF,242000.0,0.242,1038000000.0,1000000.0,1000000.0,385000000.0,421000000.0,,1039000000.0,618000000.0,-103000000.0,115000000.0,14000000.0,384242000.0,385000000.0,6219000000.0,604000000.0,1381000000.0,1374000000.0,0.279,0.28,385000000.0,385000000.0,0.0,385000000.0,385000000.0,385000000.0,118000000.0,503000000.0,1000000.0,-103000000.0,115000000.0,14000000.0,603000000.0,6219000000.0,,,6822000000.0,6822000000.0,,,
BEI.F,-7728000.0,0.322,1604000000.0,-24000000.0,-24000000.0,736000000.0,449000000.0,4031000000.0,1580000000.0,1131000000.0,12000000.0,26000000.0,43000000.0,752272000.0,736000000.0,8283000000.0,1105000000.0,226818984.0,226818984.0,3.24,3.24,736000000.0,736000000.0,0.0,736000000.0,749000000.0,749000000.0,356000000.0,1105000000.0,-24000000.0,12000000.0,26000000.0,43000000.0,1164000000.0,4252000000.0,5416000000.0,4031000000.0,9447000000.0,9447000000.0,3820000000.0,3250000000.0,570000000.0
TLPFY,-1108000.0,0.277,1610000000.0,0.0,-4000000.0,602000000.0,626000000.0,5746000000.0,1610000000.0,984000000.0,-167000000.0,151000000.0,21000000.0,608892000.0,602000000.0,7330000000.0,1011000000.0,,,,,602000000.0,602000000.0,0.0,602000000.0,602000000.0,602000000.0,231000000.0,833000000.0,-4000000.0,-167000000.0,151000000.0,21000000.0,1015000000.0,1584000000.0,2599000000.0,5746000000.0,8345000000.0,8345000000.0,353000000.0,,353000000.0
VOW.F,-640594000.0,0.227,57172000000.0,-2822000000.0,-2822000000.0,16599000000.0,27566000000.0,261262000000.0,54350000000.0,26784000000.0,-1806000000.0,3590000000.0,2656000000.0,18780406000.0,16599000000.0,296600000000.0,22576000000.0,501295263.0,501295263.0,31.92,31.92,16013000000.0,16013000000.0,586000000.0,16599000000.0,17928000000.0,17928000000.0,5266000000.0,23194000000.0,180000000.0,-1806000000.0,3590000000.0,2656000000.0,25684000000.0,35338000000.0,61022000000.0,261262000000.0,322284000000.0,322284000000.0,34064000000.0,21340000000.0,12724000000.0
DARK.L,0.0,0.19,85435000.0,,,58958000.0,40907000.0,55642000.0,85435000.0,44528000.0,4523000.0,3493000.0,8016000.0,58958000.0,58958000.0,506791000.0,36512000.0,677911016.0,660320309.0,0.09,0.09,58958000.0,58958000.0,0.0,58958000.0,58958000.0,58958000.0,-17923000.0,41035000.0,,4523000.0,3493000.0,8016000.0,38639000.0,451149000.0,489788000.0,55642000.0,545430000.0,545430000.0,405921000.0,289703000.0,116218000.0
ELROF,-18642857.142857,0.230159,160000000.0,-34000000.0,-81000000.0,-93000000.0,170000000.0,4429000000.0,126000000.0,-46000000.0,-77000000.0,80000000.0,3000000.0,16357142.857143,-93000000.0,5190000000.0,,211891545.0,208630238.0,-0.45,-0.45,-93000000.0,-93000000.0,0.0,-93000000.0,-97000000.0,-97000000.0,-29000000.0,-126000000.0,-81000000.0,-77000000.0,80000000.0,3000000.0,33000000.0,761000000.0,794000000.0,4429000000.0,5223000000.0,5223000000.0,,,
DUE.F,-15715620.0,0.356,400438000.0,-44145000.0,-44145000.0,111981000.0,130801000.0,3622228000.0,356293000.0,225492000.0,-24787000.0,54221000.0,33095000.0,140410380.0,111981000.0,4386574000.0,,72245806.0,69202080.0,1.55,1.62,111981000.0,111981000.0,0.0,111981000.0,110216000.0,110216000.0,61055000.0,171271000.0,-44145000.0,-24787000.0,54221000.0,33095000.0,240760000.0,764346000.0,1005106000.0,3622228000.0,4627334000.0,4627334000.0,160529000.0,85369000.0,75160000.0
CMPGF,-104733747.434349,0.300143,3667598003.928698,-348946450.140921,-348946450.140921,1603201522.675419,669830773.172606,25532875391.95471,3318651553.787777,2366979417.039812,-175693317.553471,235477849.220971,52463976.769439,1847414225.381991,1603201522.675419,35292395163.5534,2307194885.372311,1745000000.0,1743000000.0,0.91873,0.91995,1603201522.675419,1603201522.675419,0.0,1603201522.675419,1608081892.60746,1608081892.60746,523419675.211381,2131501567.818841,-301362843.303522,-175693317.553471,235477849.220971,52463976.769439,2564634399.287466,9759519771.598686,12324154170.886152,25532875391.95471,37857029562.840866,37857029562.840866,9760739.864082,,9760739.864082
SCTA.F,-87705600.0,0.256,4015000000.0,-342600000.0,-342600000.0,1710500000.0,859000000.0,6107000000.0,3672400000.0,2813400000.0,-119500000.0,318300000.0,198800000.0,1965394400.0,1710500000.0,7568000000.0,2608200000.0,,,,,1710500000.0,1710500000.0,0.0,1710500000.0,1884400000.0,1884400000.0,610700000.0,2495100000.0,-342600000.0,-119500000.0,318300000.0,198800000.0,2889200000.0,1461000000.0,4350200000.0,6107000000.0,10457200000.0,10457200000.0,,,
ARRD.F,-273888888.888889,0.188889,6343000000.0,-1450000000.0,-1450000000.0,919000000.0,2675000000.0,63538000000.0,4893000000.0,2218000000.0,-811000000.0,958000000.0,570000000.0,2095111111.111111,919000000.0,65935000000.0,2340000000.0,845000000.0,842000000.0,1.09,1.09,919000000.0,919000000.0,,919000000.0,1022000000.0,1022000000.0,238000000.0,1260000000.0,-1405000000.0,-811000000.0,958000000.0,570000000.0,2340000000.0,2397000000.0,4737000000.0,63538000000.0,68275000000.0,68275000000.0,2397000000.0,,
GDGF.F,-275000.0,0.25,200400000.0,-1100000.0,-1100000.0,600000.0,76100000.0,817400000.0,199300000.0,123200000.0,-98100000.0,103300000.0,8000000.0,1425000.0,12900000.0,955400000.0,119000000.0,717189330.0,713128521.0,0.02,0.02,12900000.0,12900000.0,0.0,12900000.0,16200000.0,3900000.0,14000000.0,19900000.0,400000.0,-98100000.0,103300000.0,8000000.0,120400000.0,138000000.0,258400000.0,817400000.0,1075800000.0,1075800000.0,111900000.0,36100000.0,75800000.0
NGLB.F,-516990000.0,0.19,9991000000.0,-2721000000.0,-2721000000.0,283000000.0,2685000000.0,15608000000.0,7270000000.0,4585000000.0,-563000000.0,990000000.0,427000000.0,2487010000.0,283000000.0,24145000000.0,3904000000.0,1220000000.0,1214000000.0,0.23,0.23,283000000.0,283000000.0,0.0,283000000.0,1344000000.0,1344000000.0,2251000000.0,3595000000.0,-2748000000.0,-563000000.0,990000000.0,427000000.0,6507000000.0,8537000000.0,15044000000.0,15608000000.0,30652000000.0,30652000000.0,2749000000.0,2749000000.0,
HFG.F,-3270000.0,0.15,361700000.0,-21800000.0,-21800000.0,19400000.0,231300000.0,2675600000.0,339900000.0,108600000.0,-27700000.0,35300000.0,7600000.0,37930000.0,19400000.0,7462300000.0,112500000.0,176100000.0,172000000.0,0.1,0.11,17600000.0,19400000.0,0.0,19400000.0,18100000.0,18100000.0,55200000.0,73300000.0,-21800000.0,-27700000.0,35300000.0,7600000.0,134300000.0,4786700000.0,4921000000.0,2675600000.0,7596600000.0,7596600000.0,1450500000.0,1328700000.0,121800000.0
H6D0.F,-25122000.0,0.318,2430000000.0,-79000000.0,-79000000.0,1049000000.0,309000000.0,4555000000.0,2351000000.0,2042000000.0,-400000000.0,414000000.0,25000000.0,1102878000.0,1049000000.0,9306000000.0,1996000000.0,9263000000.0,9233000000.0,0.113,0.114,1049000000.0,1049000000.0,0.0,1049000000.0,1111000000.0,1111000000.0,517000000.0,1628000000.0,,-400000000.0,414000000.0,25000000.0,1996000000.0,4751000000.0,6747000000.0,4555000000.0,11302000000.0,11302000000.0,4413000000.0,,4413000000.0
SRT3.F,7440000.0,0.248,843100000.0,30000000.0,30000000.0,205200000.0,342300000.0,1828600000.0,873100000.0,530800000.0,-164500000.0,144900000.0,4600000.0,182640000.0,205200000.0,2852500000.0,,34226009.0,34226009.0,2.99,2.99,205200000.0,205200000.0,0.0,205200000.0,290000000.0,290000000.0,95900000.0,385900000.0,26700000.0,-164500000.0,144900000.0,4600000.0,543200000.0,1023900000.0,1567100000.0,1828600000.0,3395700000.0,3395700000.0,848700000.0,634400000.0,214300000.0
NEM0.F,83952.0,0.198,265611000.0,424000.0,424000.0,161256000.0,58216000.0,360667000.0,266035000.0,207819000.0,4805000.0,3277000.0,3421000.0,160915952.0,161256000.0,650569000.0,199498000.0,577500000.0,577500000.0,0.28,0.28,161256000.0,161256000.0,0.0,161256000.0,163980000.0,163980000.0,40562000.0,204542000.0,424000.0,4805000.0,3277000.0,3421000.0,200994000.0,289902000.0,490896000.0,360667000.0,851563000.0,851563000.0,69918000.0,30614000.0,39304000.0
IBDRY,-192970818.505338,0.229181,15748000000.0,-842000000.0,-842000000.0,4824000000.0,5810000000.0,26033000000.0,14906000000.0,9096000000.0,-2011000000.0,2071000000.0,516000000.0,5473029181.494662,4803000000.0,39692000000.0,8973000000.0,1612022621.0,1607894112.0,2.856,2.86,4803000000.0,4803000000.0,0.0,4803000000.0,5394000000.0,5415000000.0,1610000000.0,7025000000.0,-670000000.0,-2011000000.0,2071000000.0,516000000.0,9643000000.0,13659000000.0,23302000000.0,26033000000.0,49335000000.0,49335000000.0,4000000000.0,,4000000000.0
NEM.F,83952.0,0.198,265611000.0,424000.0,424000.0,161256000.0,58216000.0,360667000.0,266035000.0,207819000.0,4805000.0,3277000.0,3421000.0,160915952.0,161256000.0,650569000.0,199498000.0,115500000.0,115500000.0,1.4,1.4,161256000.0,161256000.0,0.0,161256000.0,163980000.0,163980000.0,40562000.0,204542000.0,424000.0,4805000.0,3277000.0,3421000.0,200994000.0,289902000.0,490896000.0,360667000.0,851563000.0,851563000.0,69918000.0,30614000.0,39304000.0
LVMHF,-90652000.0,0.262,30123000000.0,-346000000.0,-346000000.0,15174000000.0,7177000000.0,26876000000.0,29777000000.0,22600000000.0,-880000000.0,973000000.0,136000000.0,15429348000.0,15174000000.0,63372000000.0,22560000000.0,500304316.0,500056586.0,30.33,30.34,15174000000.0,15174000000.0,0.0,15174000000.0,15952000000.0,15952000000.0,5673000000.0,21627000000.0,-230000000.0,-880000000.0,973000000.0,136000000.0,22781000000.0,36496000000.0,59277000000.0,26876000000.0,86153000000.0,86153000000.0,36482000000.0,30768000000.0,5714000000.0
IHG.L,-771000.0,0.257,1278000000.0,-3000000.0,-3000000.0,750000000.0,150000000.0,3206000000.0,1275000000.0,1125000000.0,-87000000.0,115000000.0,39000000.0,752229000.0,750000000.0,3590000000.0,1066000000.0,,,,,750000000.0,750000000.0,0.0,750000000.0,750000000.0,750000000.0,260000000.0,1010000000.0,-3000000.0,-87000000.0,115000000.0,39000000.0,1034000000.0,384000000.0,1418000000.0,3206000000.0,4624000000.0,4624000000.0,338000000.0,,338000000.0
SLVYY,-151750000.0,0.25,1914000000.0,-607000000.0,-607000000.0,-39000000.0,994000000.0,4642000000.0,1307000000.0,313000000.0,-89000000.0,133000000.0,36000000.0,416250000.0,2093000000.0,5222000000.0,,1054496190.0,1041607740.0,1.985,2.009,2093000000.0,2093000000.0,0.0,2093000000.0,2105000000.0,-28000000.0,208000000.0,180000000.0,-597000000.0,-89000000.0,133000000.0,36000000.0,803000000.0,580000000.0,1383000000.0,4642000000.0,6025000000.0,6025000000.0,526000000.0,100000000.0,426000000.0
PHIA.F,1020000.0,0.17,1035000000.0,6000000.0,6000000.0,-456000000.0,1261000000.0,10721000000.0,1041000000.0,-220000000.0,-266000000.0,306000000.0,46000000.0,-460980000.0,-466000000.0,18337000000.0,-115000000.0,958452262.0,958452262.0,-0.488177,-0.488177,-466000000.0,-466000000.0,,-466000000.0,-463000000.0,-454000000.0,-73000000.0,-526000000.0,53000000.0,-266000000.0,306000000.0,46000000.0,-168000000.0,7616000000.0,7448000000.0,10721000000.0,18169000000.0,17779000000.0,5132000000.0,4524000000.0,608000000.0
AT1.F,-18085600.0,0.148,-2615900000.0,14800000.0,-122200000.0,-1834200000.0,17900000.0,638400000.0,-2601100000.0,-2619000000.0,-259300000.0,230100000.0,,-1593085600.0,-1834200000.0,293100000.0,-2467600000.0,,,,,-1985500000.0,-1987600000.0,153400000.0,-1834200000.0,-2426400000.0,-2426400000.0,-422700000.0,-2849100000.0,-137000000.0,-259300000.0,230100000.0,,899700000.0,-345300000.0,554400000.0,638400000.0,1192800000.0,1192800000.0,33800000.0,13300000.0,20500000.0
